id,megjegy,sex,age,body,proc,aktiv,date,body.size,activity
69,OK,m,juvenil,9.55,1,patanyomban,2016-03-21,small,vegetation
78,OK,m,juvenil,10.27,0.96,járat,2016-03-22,small,tunnel
81,OK,m,juvenil,10.49,1.32,Achillea1,2016-03-22,small,feed_on
88,OK,m,juvenil,10.61,1.19,járat,2016-03-22,small,tunnel
189,OK,m,juvenil,10.34,1.19,ült,2016-03-25,small,vegetation
204,OK,m,juvenil,10.22,1.49,járat,2016-03-29,small,tunnel
220,OK,m,juvenil,10.46,1.32,járat,2016-03-29,small,tunnel
229,OK,m,juvenil,9.37,0.89,mászott,2016-03-29,small,vegetation
233,OK,m,juvenil,10.51,1.44,ásott,2016-03-29,small,dig
252,OK,m,juvenil,10.57,1.97,ásott,2016-03-30,small,dig
284,OK,m,juvenil,9.97,1.15,járat fű,2016-03-30,small,tunnel
386,OK,m,juvenil,10.29,0.88,ásott,2016-03-31,small,dig
390,OK,m,juvenil,10.22,1.18,patanyomban,2016-04-01,small,vegetation
399,OK,m,juvenil,10.24,1.06,patanyomban,2016-04-01,small,vegetation
402,OK,m,juvenil,10.42,1.42,ásott,2016-04-01,small,dig
408,OK,m,juvenil,9.95,0.86,ült,2016-04-01,small,vegetation
439,OK,m,old,10.24,1.06,járat,2016-04-01,small,tunnel
474,OK,m,juvenil,10.37,1.37,járat,2016-04-03,small,tunnel
564,OK,m,old,10.31,0.84,harc,2016-04-06,small,fight
683,OK,m,old,9.57,0.86,682 copula!,2016-04-11,small,mating
688,OK,m,old,10.31,1.09,ült,2016-04-11,small,vegetation
708,OK,m,old,10.67,1.2,járat,2016-04-11,small,tunnel
731,OK,m,old,10.27,0.9,járat,2016-04-12,small,tunnel
745,OK,m,juvenil,10.45,1.21,járat,2016-04-12,small,tunnel
755,OK,m,juvenil,10.33,1.23,ült,2016-04-12,small,vegetation
770,OK,m,old,10.17,1.04,ült,2016-04-12,small,vegetation
818,OK,m,juvenil,10.65,1.05,mászott,2016-04-13,small,vegetation
835,OK,m,old,9.72,1.05,ült,2016-04-13,small,vegetation
841,OK,m,intermediate,10.68,1.12,790-járat,2016-04-13,small,tunnel
963,OK,m,juvenil,10.41,1.33,járat néző,2016-04-16,small,vegetation
1003,OK,m,juvenil,10.63,1.54,pókolt,2016-04-17,small,mating
1082,OK,m,juvenil,10.4,0.99,mászott,2016-04-20,small,vegetation
1106,OK,m,juvenil,10.66,1.65,ült,2016-04-21,small,vegetation
1133,OK,m,juvenil,10.58,1.14,Harc 1134 vesztett,2016-04-21,small,fight
1171,OK,m,juvenil,9.8,0.86,mászott,2016-04-22,small,vegetation
1182,OK,m,juvenil,10.35,1.12,ült,2016-04-22,small,vegetation
1189,OK,m,juvenil,10.13,1.43,mászott,2016-04-22,small,vegetation
1288,OK,m,juvenil,9.79,1.19,K1 járat,2016-05-02,small,tunnel
1297,OK,m,old,9.83,0.87,ült,2016-05-02,small,vegetation
1318,OK,m,juvenil,10.51,1.18,mászott,2016-05-02,small,vegetation
1345,XY,m,juvenil,10.51,1.54,ült,2016-05-02,small,vegetation
1375,OK,m,old,10.58,1.33,mászott,2016-05-03,small,vegetation
1398,OK,m,juvenil,9.91,0.79,ült,2016-05-03,small,vegetation
1414,OK,m,juvenil,9.77,0.7,ült,2016-05-03,small,vegetation
1460,OK,m,intermediate,10.38,1.14,levél,2016-05-04,small,feed_on
1466,OK,m,juvenil,10.66,1.62,pókolt 1467-nek,2016-05-04,small,mating
1471,OK,m,juvenil,10.15,0.87,mászott,2016-05-04,small,vegetation
1488,OK,m,juvenil,10.67,1.22,harc 655-tel,2016-05-04,small,fight
1515,OK,m,intermediate,10.56,1.09,járat,2016-05-05,small,tunnel
1542,OK,m,juvenil,10.58,1.21,mászott,2016-05-05,small,vegetation
1581,NEWN,m,juvenil,10.18,0.7,mászott,2016-05-06,small,vegetation
1643,OK,m,juvenil,10.2,1.07,ült,2016-05-07,small,vegetation
1653,OK,m,juvenil,10.68,1.02,ült,2016-05-07,small,vegetation
1661,OK,m,juvenil,10.65,1.15,mászott,2016-05-07,small,vegetation
1670,OK,m,juvenil,10.67,1.29,mászott,2016-05-12,small,vegetation
1725,OK,m,juvenil,10.45,1.06,mászott,2016-05-16,small,vegetation
1763,OK,m,juvenil,10.59,1.11,mászott,2016-05-18,small,vegetation
1765,OK,m,juvenil,10.24,1.08,mászott,2016-05-19,small,vegetation
1777,OK,m,juvenil,10.62,1.03,járat,2016-05-19,small,tunnel
13,OK,m,juvenil,12.15,3.53,mélyedés,2016-03-17,med,vegetation
19,OK,m,juvenil,12.06,3.31,mászott,2016-03-18,med,vegetation
21,OK,m,juvenil,12.04,3.16,járat,2016-03-18,med,tunnel
23,OK,m,juvenil,12.03,3.18,mászott,2016-03-18,med,vegetation
25,OK,m,juvenil,11.32,1.77,ült,2016-03-18,med,vegetation
26,OK,m,juvenil,12,3.21,ült,2016-03-18,med,vegetation
38,OK,m,juvenil,11.64,3.4,ásott,2016-03-18,med,dig
42,OK,m,juvenil,11.43,1.78,járat,2016-03-21,med,tunnel
43,OK,m,juvenil,12.1,3.2,mászott,2016-03-21,med,vegetation
47,OK,m,juvenil,12.09,3.64,patanyomban,2016-03-21,med,vegetation
49,OK,m,juvenil,11.93,3.72,járat,2016-03-21,med,tunnel
50,OK,m,juvenil,10.97,1.81,patanyomban,2016-03-21,med,vegetation
52,OK,m,juvenil,11.6,2.36,patanyomban,2016-03-21,med,vegetation
60,OK,m,juvenil,12.06,3.56,járat,2016-03-21,med,tunnel
62,OK,m,juvenil,12.28,3.35,fű,2016-03-21,med,feed_on
65,OK,m,juvenil,12.24,3.8,járat,2016-03-21,med,vegetation
67,OK,m,juvenil,11.19,2.12,Achillea,2016-03-21,med,feed_on
70,OK,m,juvenil,10.97,2.55,ült,2016-03-21,med,vegetation
71,OK,m,juvenil,11.82,3.63,ásott,2016-03-21,med,dig
76,OK,m,juvenil,12,3.36,ásott,2016-03-21,med,dig
79,OK,m,juvenil,11.94,3.2,járat,2016-03-22,med,tunnel
85,OK,m,juvenil,11.58,2.35,mászott,2016-03-22,med,vegetation
90,OK,m,juvenil,12.24,3.45,Achillea járat,2016-03-22,med,feed_on
93,OK,m,juvenil,11.7,3.04,járat,2016-03-22,med,tunnel
95,OK,m,juvenil,11.71,3.35,levél,2016-03-22,med,feed_on
104,OK,m,juvenil,11.77,2,járat,2016-03-22,med,tunnel
105,OK,m,juvenil,11.92,3.13,fű,2016-03-22,med,feed_on
138,OK,m,juvenil,12.29,3.1,járat,2016-03-24,med,tunnel
141,OK,m,juvenil,12.31,3.31,Elzavarta 140-est,2016-03-24,med,fight
143,OK,m,juvenil,12.14,3.57,ült,2016-03-24,med,vegetation
148,OK,m,juvenil,11.6,2.04,mászott,2016-03-24,med,vegetation
152,OK,m,juvenil,12.15,3.3,ült,2016-03-24,med,vegetation
159,OK,m,juvenil,11.84,2.67,fű,2016-03-25,med,feed_on
160,OK,m,juvenil,11.98,3,mászott,2016-03-25,med,vegetation
161,OK,m,juvenil,11.97,3.26,járat,2016-03-25,med,tunnel
163,OK,m,juvenil,10.8,1.55,járat,2016-03-25,med,tunnel
173,OK,m,juvenil,12.23,3.56,mászott,2016-03-25,med,vegetation
175,OK,m,juvenil,12.26,3.18,járat,2016-03-25,med,tunnel
176,OK,m,juvenil,11.96,2.59,ült,2016-03-25,med,vegetation
177,OK,m,juvenil,11.34,1.2,ült,2016-03-25,med,vegetation
180,OK,m,juvenil,11.81,3.05,levél,2016-03-25,med,feed_on
182,OK,m,old,10.69,1.08,járat,2016-03-25,med,tunnel
185,OK,m,juvenil,12.12,3.02,patanyomban,2016-03-25,med,vegetation
188,OK,m,juvenil,12.25,2.78,ásott,2016-03-25,med,dig
193,OK,m,juvenil,12.26,3.01,mászott,2016-03-25,med,vegetation
199,OK,m,juvenil,12.31,3.31,200-199,2016-03-29,med,fight
202,OK,m,juvenil,12.09,3.23,járat,2016-03-29,med,tunnel
203,OK,m,juvenil,12.32,3.41,mászott,2016-03-29,med,vegetation
207,OK,m,juvenil,11.07,1.64,járat,2016-03-29,med,tunnel
208,OK,m,juvenil,11.13,1.93,ült,2016-03-29,med,vegetation
211,OK,m,juvenil,10.79,1.13,ült,2016-03-29,med,vegetation
212,OK,m,juvenil,11.79,2.39,járat,2016-03-29,med,tunnel
213,DEATH,m,juvenil,11.46,2.21,járat,2016-03-29,med,tunnel
215,OK,m,juvenil,12.13,3.31,járat,2016-03-29,med,tunnel
219,OK,m,juvenil,11.58,2.61,járat,2016-03-29,med,tunnel
222,OK,m,juvenil,11.44,1.73,járat,2016-03-29,med,tunnel
226,OK,m,juvenil,11.61,2,ült,2016-03-29,med,vegetation
239,OK,m,old,11.24,2.2,járat,2016-03-29,med,tunnel
262,OK,m,juvenil,11.41,2.23,járat,2016-03-30,med,tunnel
264,OK,m,juvenil,11.8,2.77,járat,2016-03-30,med,tunnel
266,OK,m,juvenil,10.85,1.86,járat,2016-03-30,med,tunnel
275,OK,m,juvenil,11.96,3.15,járat,2016-03-30,med,tunnel
276,OK,m,juvenil,10.75,1.41,ásott,2016-03-30,med,dig
277,OK,m,juvenil,12.13,3.35,járat,2016-03-30,med,tunnel
287,OK,m,juvenil,11.23,1.76,mászott,2016-03-30,med,vegetation
298,OK,m,juvenil,12.21,3.74,járat,2016-03-30,med,tunnel
304,OK,m,old,11.72,2.43,ásott,2016-03-30,med,dig
306,OK,m,juvenil,12.08,2.12,mászott,2016-03-30,med,vegetation
309,OK,m,juvenil,12.32,3.71,mászott,2016-03-30,med,vegetation
310,OK,m,juvenil,11.02,1.26,ült,2016-03-30,med,vegetation
311,OK,m,juvenil,11.76,3.19,járat,2016-03-30,med,tunnel
312,OK,m,juvenil,11.95,2.38,járat,2016-03-30,med,tunnel
314,OK,m,juvenil,12.22,3.63,járat,2016-03-30,med,tunnel
323,DEATH,m,juvenil,12.08,3.27,járat,2016-03-30,med,tunnel
326,OK,m,juvenil,12.26,3.15,ült,2016-03-30,med,vegetation
329,DEATH,m,juvenil,11.95,3.32,járat ült,2016-03-31,med,tunnel
331,OK,m,juvenil,12.05,3.22,patanyomban,2016-03-31,med,vegetation
332,OK,m,juvenil,11.65,3.11,ült,2016-03-31,med,vegetation
336,OK,m,juvenil,12.23,2.56,járat,2016-03-31,med,tunnel
340,OK,m,old,12.25,3.34,járat,2016-03-31,med,tunnel
353,OK,m,juvenil,11.82,3.45,mászott,2016-03-31,med,vegetation
354,OK,m,juvenil,11.31,1.92,járat,2016-03-31,med,tunnel
356,OK,m,juvenil,12.05,2.63,járat,2016-03-31,med,tunnel
372,OK,m,juvenil,11.17,1.71,járat,2016-03-31,med,tunnel
376,OK,m,juvenil,11.74,1.93,járat,2016-03-31,med,tunnel
387,OK,m,juvenil,10.73,0.99,ült,2016-04-01,med,vegetation
388,OK,m,juvenil,12.23,3.57,járat,2016-04-01,med,tunnel
392,OK,m,juvenil,12.26,3.44,ült,2016-04-01,med,vegetation
393,OK,m,juvenil,12.02,3.2,járat,2016-04-01,med,tunnel
394,OK,m,juvenil,11.47,NA,ült,2016-04-01,med,vegetation
397,OK,m,juvenil,10.72,1.21,ásott,2016-04-01,med,dig
398,OK,m,juvenil,11.54,2.55,ült,2016-04-01,med,vegetation
400,OK,m,intermediate,12.27,3.51,ásott,2016-04-01,med,dig
401,OK,m,juvenil,11.08,1.89,fű,2016-04-01,med,feed_on
405,OK,m,juvenil,10.82,1.43,járat,2016-04-01,med,tunnel
407,OK,m,juvenil,11.78,2.53,járat,2016-04-01,med,tunnel
411,OK,m,juvenil,10.71,1.3,ásott,2016-04-01,med,dig
413,OK,m,juvenil,12.13,2.91,ásott,2016-04-01,med,dig
421,DEATH,m,juvenil,11.18,2.15,patanyomban,2016-04-01,med,vegetation
422,OK,m,juvenil,11.85,3.04,ült,2016-04-01,med,vegetation
425,OK,m,juvenil,11.82,3.56,járat,2016-04-01,med,tunnel
431,OK,m,old,10.74,1.14,járat,2016-04-01,med,tunnel
432,OK,m,juvenil,11.87,2.39,járat,2016-04-01,med,tunnel
435,OK,m,old,11.41,1.79,járat,2016-04-01,med,tunnel
454,OK,m,juvenil,12.18,3.31,fű,2016-04-02,med,feed_on
459,OK,m,juvenil,12.05,3.21,járat,2016-04-02,med,tunnel
460,OK,m,juvenil,11.63,2.42,járat,2016-04-02,med,tunnel
473,OK,m,juvenil,11.65,2.42,járat,2016-04-03,med,tunnel
480,OK,m,juvenil,12.29,3.49,mászott,2016-04-03,med,vegetation
482,OK,m,juvenil,11.89,3.01,481-el egy jár.,2016-04-03,med,tunnel
488,OK,m,juvenil,12.15,3.42,járat,2016-04-03,med,tunnel
498,OK,m,juvenil,11.07,1.3,ásott,2016-04-03,med,dig
500,OK,m,old,12.15,3.66,járat,2016-04-03,med,tunnel
506,OK,m,juvenil,11.77,2.54,mászott,2016-04-03,med,vegetation
509,OK,m,intermediate,12.26,3.69,ült,2016-04-03,med,vegetation
515,OK,m,juvenil,12.26,3.17,ült,2016-04-06,med,vegetation
525,OK,m,juvenil,10.97,1.53,járat,2016-04-06,med,tunnel
533,OK,m,juvenil,12.11,3.05,járat,2016-04-06,med,tunnel
543,OK,m,juvenil,11.8,2.24,járat,2016-04-06,med,tunnel
549,OK,m,old,12.11,3.03,járat,2016-04-06,med,tunnel
552,OK,m,intermediate,12.07,2.97,harc,2016-04-06,med,fight
553,OK,m,old,10.99,1.6,harc,2016-04-06,med,fight
560,OK,m,old,11.01,1.37,járat,2016-04-06,med,tunnel
563,OK,m,old,12.2,2.74,harc,2016-04-06,med,fight
565,OK,m,juvenil,11.01,1.76,479-es járatába,2016-04-06,med,tunnel
570,OK,m,juvenil,11.03,1.35,járat,2016-04-06,med,tunnel
572,OK,m,juvenil,12.03,3.09,ült,2016-04-06,med,vegetation
573,OK,m,juvenil,12.03,3.47,járat,2016-04-06,med,tunnel
582,OK,m,juvenil,12.18,3.1,járat,2016-04-06,med,tunnel
602,OK,m,juvenil,12.29,2.92,mászott,2016-04-07,med,vegetation
612,OK,m,old,12.26,3.54,ült,2016-04-07,med,vegetation
613,OK,m,intermediate,11.87,3.09,ült,2016-04-07,med,vegetation
617,OK,m,old,11,1.69,párzás próba,2016-04-07,med,mating
619,OK,m,juvenil,11.66,2.13,ült,2016-04-07,med,vegetation
620,OK,m,old,11.07,1.51,344 járatába,2016-04-07,med,tunnel
622,OK,m,juvenil,11.65,1.73,járat,2016-04-07,med,tunnel
626,OK,m,intermediate,12.03,3.27,járat,2016-04-07,med,tunnel
628,OK,m,old,10.82,1.69,mászott,2016-04-07,med,vegetation
633,OK,m,old,11.66,2.55,harc,2016-04-07,med,fight
634,OK,m,old,11.99,3.23,harc,2016-04-07,med,fight
636,OK,m,old,11.65,2.18,ült,2016-04-07,med,vegetation
638,OK,m,intermediate,12.32,3.63,párzás próba,2016-04-07,med,mating
640,OK,m,old,12.19,3.14,járat,2016-04-07,med,tunnel
643,OK,m,old,11.62,1.87,mászott,2016-04-07,med,vegetation
649,OK,m,juvenil,11.94,2.81,járat,2016-04-11,med,tunnel
650,OK,m,juvenil,11.92,2.57,járat,2016-04-11,med,tunnel
651,OK,m,old,12.13,3.24,ült,2016-04-11,med,vegetation
655,OK,m,old,11.01,1.48,ásott,2016-04-11,med,dig
656,OK,m,old,11.85,3.39,járat,2016-04-11,med,tunnel
660,OK,m,juvenil,11.86,2.8,ült,2016-04-11,med,vegetation
662,OK,m,old,11.26,1.75,ült,2016-04-11,med,vegetation
667,OK,m,juvenil,11.75,2.22,járat,2016-04-11,med,tunnel
672,OK,m,old,11.05,1.74,Járat 354,2016-04-11,med,tunnel
675,OK,m,juvenil,11.32,1.8,ült,2016-04-11,med,vegetation
676,OK,m,old,11.52,1.84,ült,2016-04-11,med,vegetation
678,OK,m,old,11.25,1.6,ült,2016-04-11,med,vegetation
691,OK,m,old,11.14,1.6,mászott,2016-04-11,med,vegetation
692,OK,m,old,11.89,2.88,693 járat,2016-04-11,med,tunnel
699,OK,m,juvenil,11.17,2.07,ült,2016-04-11,med,vegetation
701,OK,m,old,11.85,2.52,ült,2016-04-11,med,vegetation
705,OK,m,juvenil,11.93,2.81,járat,2016-04-11,med,tunnel
706,OK,m,juvenil,12.27,3.69,ült,2016-04-11,med,vegetation
707,OK,m,juvenil,11,1.56,ült,2016-04-11,med,vegetation
718,OK,m,old,11.62,2.6,járat,2016-04-11,med,tunnel
723,OK,m,intermediate,11.57,2.08,ült,2016-04-11,med,vegetation
724,OK,m,old,11.9,2.34,Harc 725,2016-04-11,med,fight
725,OK,m,juvenil,11.89,2.95,Harc 724 nyertes,2016-04-11,med,fight
728,OK,m,intermediate,12.32,3.84,Harc 727 nyertes,2016-04-11,med,fight
732,OK,m,juvenil,12.05,3.19,mászott,2016-04-12,med,vegetation
741,OK,m,juvenil,12.09,3.33,57-járat,2016-04-12,med,tunnel
746,OK,m,intermediate,10.96,1.75,patanyomban,2016-04-12,med,vegetation
750,OK,m,juvenil,12.15,3.74,járat,2016-04-12,med,tunnel
752,OK,m,juvenil,11.47,2.82,mászott,2016-04-12,med,vegetation
761,OK,m,old,11.15,1.54,ólálkodás,2016-04-12,med,vegetation
763,OK,m,juvenil,12.25,3.37,levél,2016-04-12,med,feed_on
766,OK,m,juvenil,11.62,2.49,mászott,2016-04-12,med,vegetation
776,OK,m,intermediate,11.21,1.39,járat,2016-04-12,med,tunnel
777,OK,m,juvenil,12.32,3.29,járat,2016-04-12,med,tunnel
779,OK,m,juvenil,12.23,2.74,járat,2016-04-12,med,tunnel
783,OK,m,old,11.07,1.71,Harc 402 győzelem,2016-04-12,med,fight
785,OK,m,old,11.89,2.69,buzulás,2016-04-12,med,mating
790,OK,m,juvenil,11.78,3.25,járat,2016-04-12,med,tunnel
792,OK,m,juvenil,11.02,1.57,járatkezdemény,2016-04-12,med,tunnel
794,OK,m,juvenil,12.14,2.86,ült,2016-04-12,med,vegetation
804,OK,m,juvenil,11.86,2.96,mászott,2016-04-13,med,vegetation
807,OK,m,old,12.15,2.36,járat,2016-04-13,med,tunnel
810,OK,m,intermediate,12.28,3.33,járat,2016-04-13,med,tunnel
819,DEATH,m,intermediate,11.72,1.85,52-járat,2016-04-13,med,tunnel
822,OK,m,juvenil,11.37,1.89,560-járat,2016-04-13,med,tunnel
824,OK,m,juvenil,11.54,2.73,járat,2016-04-13,med,tunnel
826,OK,m,juvenil,12.26,3.59,324-járat,2016-04-13,med,tunnel
829,OK,m,juvenil,11,1.59,Nézte-830,2016-04-13,med,vegetation
838,OK,m,old,10.92,1.68,párzás próba,2016-04-13,med,mating
842,OK,m,juvenil,11.51,2.73,666-járat,2016-04-13,med,tunnel
843,OK,m,intermediate,11.23,1.4,járat,2016-04-13,med,tunnel
846,OK,m,juvenil,12.06,3.18,ült,2016-04-13,med,vegetation
854,OK,m,juvenil,12.22,3.12,mászott,2016-04-13,med,vegetation
856,OK,m,juvenil,12.18,2.9,ült,2016-04-13,med,vegetation
862,OK,m,old,11.65,2.23,ült,2016-04-13,med,vegetation
865,OK,m,juvenil,12.13,3.54,levél (fészkes),2016-04-15,med,feed_on
868,OK,m,juvenil,12.08,3.03,högymál,2016-04-15,med,feed_on
872,OK,m,juvenil,11.05,1.54,mászott,2016-04-15,med,vegetation
876,OK,m,juvenil,12.31,3.51,járat,2016-04-15,med,tunnel
892,OK,m,juvenil,12.03,3.05,ült,2016-04-15,med,vegetation
893,OK,m,juvenil,11.58,2.47,mászott,2016-04-15,med,vegetation
895,OK,m,juvenil,12.12,2.41,mászott,2016-04-15,med,vegetation
897,OK,m,juvenil,11.15,1.71,ült,2016-04-15,med,vegetation
898,OK,m,old,11.2,1.58,ült,2016-04-15,med,vegetation
904,OK,m,juvenil,12.3,3.27,járat,2016-04-15,med,tunnel
905,OK,m,juvenil,11.77,2.65,ült,2016-04-15,med,vegetation
906,OK,m,juvenil,12.29,3.21,járat,2016-04-15,med,tunnel
909,OK,m,juvenil,11.37,0,levél,2016-04-15,med,feed_on
910,OK,m,juvenil,11.94,3.5,790-járat,2016-04-15,med,tunnel
919,OK,m,old,11.7,2.56,ült,2016-04-15,med,vegetation
922,OK,m,intermediate,11.9,3.06,járat,2016-04-15,med,tunnel
923,OK,m,intermediate,11.97,3.18,mászott,2016-04-15,med,vegetation
925,OK,m,intermediate,10.96,1.64,buzulás,2016-04-15,med,mating
926,OK,m,juvenil,12.1,3.51,buzulás,2016-04-15,med,mating
927,OK,m,intermediate,11.25,1.59,ült,2016-04-15,med,vegetation
952,OK,m,juvenil,11.75,2.13,járat,2016-04-16,med,tunnel
953,OK,m,juvenil,11.78,2.38,Járat 954-el,2016-04-16,med,tunnel
957,OK,m,intermediate,12.28,3.39,ült,2016-04-16,med,vegetation
959,OK,m,juvenil,12.1,2.92,harc960,2016-04-16,med,fight
960,OK,m,juvenil,11.55,1.95,harc959,2016-04-16,med,fight
967,OK,m,juvenil,10.78,1.97,ült,2016-04-16,med,vegetation
969,OK,m,juvenil,12.09,3,járat,2016-04-16,med,tunnel
970,OK,m,juvenil,12.32,3.48,járat,2016-04-16,med,tunnel
975,OK,m,intermediate,11.68,2.95,ült,2016-04-16,med,vegetation
976,OK,m,juvenil,12.21,2.2,ült,2016-04-16,med,vegetation
979,OK,m,old,12.09,3.09,ült,2016-04-16,med,vegetation
980,OK,m,old,11.3,1.92,57B+578 járat,2016-04-16,med,tunnel
981,OK,m,old,12.32,3.53,járat,2016-04-16,med,tunnel
988,OK,m,juvenil,11.9,3.23,járat,2016-04-17,med,tunnel
995,OK,m,juvenil,11.2,2.11,mászott,2016-04-17,med,vegetation
1032,OK,m,juvenil,11.96,3.25,járat,2016-04-17,med,tunnel
1038,OK,m,juvenil,11.85,2.82,járat,2016-04-17,med,tunnel
1047,OK,m,juvenil,11.76,2.46,mászott,2016-04-17,med,vegetation
1056,OK,m,intermediate,12.29,3.41,járat örző,2016-04-20,med,tunnel
1061,OK,m,juvenil,12.08,3.44,járat,2016-04-20,med,tunnel
1065,OK,m,old,12.26,3.58,járat,2016-04-20,med,tunnel
1069,OK,m,juvenil,12.22,3.18,750 járat,2016-04-20,med,tunnel
1085,OK,m,juvenil,12.19,3.33,mászott,2016-04-20,med,vegetation
1088,OK,m,intermediate,11.23,2.21,ült,2016-04-20,med,vegetation
1089,OK,m,juvenil,10.69,1.57,ült,2016-04-20,med,vegetation
1090,OK,m,juvenil,11.82,3.17,mászott,2016-04-20,med,vegetation
1094,OK,m,juvenil,11.92,2.45,mászott,2016-04-20,med,vegetation
1097,OK,m,juvenil,11.6,2.8,ült,2016-04-20,med,vegetation
1107,OK,m,juvenil,12.08,3.6,mászott,2016-04-21,med,vegetation
1109,DEATH,m,juvenil,11.91,2.69,333 járat,2016-04-21,med,tunnel
